,number_of_passage,timestamp,line,road_type
2046,959,2022-04-27 12:00:00,USKUDAR-EMINONU,DENIZ
2047,843,2022-04-27 13:00:00,USKUDAR-EMINONU,DENIZ
2048,980,2022-04-27 14:00:00,USKUDAR-EMINONU,DENIZ
2049,792,2022-04-27 15:00:00,USKUDAR-EMINONU,DENIZ
2050,825,2022-04-27 16:00:00,USKUDAR-EMINONU,DENIZ
2051,790,2022-04-27 17:00:00,USKUDAR-EMINONU,DENIZ
2052,751,2022-04-27 18:00:00,USKUDAR-EMINONU,DENIZ
2053,463,2022-04-27 19:00:00,USKUDAR-EMINONU,DENIZ
2054,688,2022-04-27 20:00:00,USKUDAR-EMINONU,DENIZ
2055,489,2022-04-27 21:00:00,USKUDAR-EMINONU,DENIZ
2056,3,2022-04-27 22:00:00,USKUDAR-EMINONU,DENIZ
2057,0,2022-04-27 23:00:00,USKUDAR-EMINONU,DENIZ
2058,0,2022-04-28 00:00:00,USKUDAR-EMINONU,DENIZ
2059,0,2022-04-28 01:00:00,USKUDAR-EMINONU,DENIZ
2060,0,2022-04-28 02:00:00,USKUDAR-EMINONU,DENIZ
2061,0,2022-04-28 03:00:00,USKUDAR-EMINONU,DENIZ
2062,0,2022-04-28 04:00:00,USKUDAR-EMINONU,DENIZ
2063,0,2022-04-28 05:00:00,USKUDAR-EMINONU,DENIZ
2064,355,2022-04-28 06:00:00,USKUDAR-EMINONU,DENIZ
2065,923,2022-04-28 07:00:00,USKUDAR-EMINONU,DENIZ
2066,981,2022-04-28 08:00:00,USKUDAR-EMINONU,DENIZ
2067,852,2022-04-28 09:00:00,USKUDAR-EMINONU,DENIZ
2068,854,2022-04-28 10:00:00,USKUDAR-EMINONU,DENIZ
2069,996,2022-04-28 11:00:00,USKUDAR-EMINONU,DENIZ
2070,1033,2022-04-28 12:00:00,USKUDAR-EMINONU,DENIZ
2071,1038,2022-04-28 13:00:00,USKUDAR-EMINONU,DENIZ
2072,1004,2022-04-28 14:00:00,USKUDAR-EMINONU,DENIZ
2073,874,2022-04-28 15:00:00,USKUDAR-EMINONU,DENIZ
2074,722,2022-04-28 16:00:00,USKUDAR-EMINONU,DENIZ
2075,712,2022-04-28 17:00:00,USKUDAR-EMINONU,DENIZ
2076,753,2022-04-28 18:00:00,USKUDAR-EMINONU,DENIZ
2077,390,2022-04-28 19:00:00,USKUDAR-EMINONU,DENIZ
2078,249,2022-04-28 20:00:00,USKUDAR-EMINONU,DENIZ
2079,233,2022-04-28 21:00:00,USKUDAR-EMINONU,DENIZ
2080,1,2022-04-28 22:00:00,USKUDAR-EMINONU,DENIZ
2081,0,2022-04-28 23:00:00,USKUDAR-EMINONU,DENIZ
2082,0,2022-04-29 00:00:00,USKUDAR-EMINONU,DENIZ
2083,0,2022-04-29 01:00:00,USKUDAR-EMINONU,DENIZ
2084,0,2022-04-29 02:00:00,USKUDAR-EMINONU,DENIZ
2085,0,2022-04-29 03:00:00,USKUDAR-EMINONU,DENIZ
2086,0,2022-04-29 04:00:00,USKUDAR-EMINONU,DENIZ
2087,0,2022-04-29 05:00:00,USKUDAR-EMINONU,DENIZ
2088,372,2022-04-29 06:00:00,USKUDAR-EMINONU,DENIZ
2089,887,2022-04-29 07:00:00,USKUDAR-EMINONU,DENIZ
2090,1033,2022-04-29 08:00:00,USKUDAR-EMINONU,DENIZ
2091,842,2022-04-29 09:00:00,USKUDAR-EMINONU,DENIZ
2092,843,2022-04-29 10:00:00,USKUDAR-EMINONU,DENIZ
2093,930,2022-04-29 11:00:00,USKUDAR-EMINONU,DENIZ
2094,879,2022-04-29 12:00:00,USKUDAR-EMINONU,DENIZ
2095,841,2022-04-29 13:00:00,USKUDAR-EMINONU,DENIZ
2096,956,2022-04-29 14:00:00,USKUDAR-EMINONU,DENIZ
2097,927,2022-04-29 15:00:00,USKUDAR-EMINONU,DENIZ
2098,712,2022-04-29 16:00:00,USKUDAR-EMINONU,DENIZ
2099,661,2022-04-29 17:00:00,USKUDAR-EMINONU,DENIZ
2100,655,2022-04-29 18:00:00,USKUDAR-EMINONU,DENIZ
2101,346,2022-04-29 19:00:00,USKUDAR-EMINONU,DENIZ
2102,253,2022-04-29 20:00:00,USKUDAR-EMINONU,DENIZ
2103,237,2022-04-29 21:00:00,USKUDAR-EMINONU,DENIZ
2104,0,2022-04-29 22:00:00,USKUDAR-EMINONU,DENIZ
2105,0,2022-04-29 23:00:00,USKUDAR-EMINONU,DENIZ
2106,0,2022-04-30 00:00:00,USKUDAR-EMINONU,DENIZ
2107,0,2022-04-30 01:00:00,USKUDAR-EMINONU,DENIZ
2108,0,2022-04-30 02:00:00,USKUDAR-EMINONU,DENIZ
2109,0,2022-04-30 03:00:00,USKUDAR-EMINONU,DENIZ
2110,1,2022-04-30 04:00:00,USKUDAR-EMINONU,DENIZ
2111,0,2022-04-30 05:00:00,USKUDAR-EMINONU,DENIZ
2112,193,2022-04-30 06:00:00,USKUDAR-EMINONU,DENIZ
2113,543,2022-04-30 07:00:00,USKUDAR-EMINONU,DENIZ
2114,672,2022-04-30 08:00:00,USKUDAR-EMINONU,DENIZ
2115,638,2022-04-30 09:00:00,USKUDAR-EMINONU,DENIZ
2116,758,2022-04-30 10:00:00,USKUDAR-EMINONU,DENIZ
2117,927,2022-04-30 11:00:00,USKUDAR-EMINONU,DENIZ
2118,987,2022-04-30 12:00:00,USKUDAR-EMINONU,DENIZ
2119,1057,2022-04-30 13:00:00,USKUDAR-EMINONU,DENIZ
2120,1119,2022-04-30 14:00:00,USKUDAR-EMINONU,DENIZ
2121,928,2022-04-30 15:00:00,USKUDAR-EMINONU,DENIZ
2122,715,2022-04-30 16:00:00,USKUDAR-EMINONU,DENIZ
2123,495,2022-04-30 17:00:00,USKUDAR-EMINONU,DENIZ
2124,522,2022-04-30 18:00:00,USKUDAR-EMINONU,DENIZ
2125,296,2022-04-30 19:00:00,USKUDAR-EMINONU,DENIZ
2126,184,2022-04-30 20:00:00,USKUDAR-EMINONU,DENIZ
2127,211,2022-04-30 21:00:00,USKUDAR-EMINONU,DENIZ
2128,2,2022-04-30 22:00:00,USKUDAR-EMINONU,DENIZ
2129,0,2022-04-30 23:00:00,USKUDAR-EMINONU,DENIZ
2130,0,2022-05-01 00:00:00,USKUDAR-EMINONU,DENIZ
2131,0,2022-05-01 01:00:00,USKUDAR-EMINONU,DENIZ
2132,0,2022-05-01 02:00:00,USKUDAR-EMINONU,DENIZ
2133,0,2022-05-01 03:00:00,USKUDAR-EMINONU,DENIZ
2134,0,2022-05-01 04:00:00,USKUDAR-EMINONU,DENIZ
2135,0,2022-05-01 05:00:00,USKUDAR-EMINONU,DENIZ
2136,44,2022-05-01 06:00:00,USKUDAR-EMINONU,DENIZ
2137,152,2022-05-01 07:00:00,USKUDAR-EMINONU,DENIZ
2138,224,2022-05-01 08:00:00,USKUDAR-EMINONU,DENIZ
2139,367,2022-05-01 09:00:00,USKUDAR-EMINONU,DENIZ
2140,575,2022-05-01 10:00:00,USKUDAR-EMINONU,DENIZ
2141,944,2022-05-01 11:00:00,USKUDAR-EMINONU,DENIZ
2142,1448,2022-05-01 12:00:00,USKUDAR-EMINONU,DENIZ
2143,1803,2022-05-01 13:00:00,USKUDAR-EMINONU,DENIZ
2144,2309,2022-05-01 14:00:00,USKUDAR-EMINONU,DENIZ
2145,2152,2022-05-01 15:00:00,USKUDAR-EMINONU,DENIZ
2146,2085,2022-05-01 16:00:00,USKUDAR-EMINONU,DENIZ
2147,1739,2022-05-01 17:00:00,USKUDAR-EMINONU,DENIZ
2148,1482,2022-05-01 18:00:00,USKUDAR-EMINONU,DENIZ
2149,785,2022-05-01 19:00:00,USKUDAR-EMINONU,DENIZ
2150,587,2022-05-01 20:00:00,USKUDAR-EMINONU,DENIZ
2151,565,2022-05-01 21:00:00,USKUDAR-EMINONU,DENIZ
2152,0,2022-05-01 22:00:00,USKUDAR-EMINONU,DENIZ
2153,0,2022-05-01 23:00:00,USKUDAR-EMINONU,DENIZ
2154,0,2022-05-02 00:00:00,USKUDAR-EMINONU,DENIZ
2155,0,2022-05-02 01:00:00,USKUDAR-EMINONU,DENIZ
2156,0,2022-05-02 02:00:00,USKUDAR-EMINONU,DENIZ
2157,0,2022-05-02 03:00:00,USKUDAR-EMINONU,DENIZ
2158,0,2022-05-02 04:00:00,USKUDAR-EMINONU,DENIZ
2159,0,2022-05-02 05:00:00,USKUDAR-EMINONU,DENIZ
2160,36,2022-05-02 06:00:00,USKUDAR-EMINONU,DENIZ
2161,183,2022-05-02 07:00:00,USKUDAR-EMINONU,DENIZ
2162,439,2022-05-02 08:00:00,USKUDAR-EMINONU,DENIZ
2163,768,2022-05-02 09:00:00,USKUDAR-EMINONU,DENIZ
2164,1902,2022-05-02 10:00:00,USKUDAR-EMINONU,DENIZ
2165,2983,2022-05-02 11:00:00,USKUDAR-EMINONU,DENIZ
2166,2418,2022-05-02 12:00:00,USKUDAR-EMINONU,DENIZ
2167,2929,2022-05-02 13:00:00,USKUDAR-EMINONU,DENIZ
2168,2989,2022-05-02 14:00:00,USKUDAR-EMINONU,DENIZ
2169,3508,2022-05-02 15:00:00,USKUDAR-EMINONU,DENIZ
2170,3917,2022-05-02 16:00:00,USKUDAR-EMINONU,DENIZ
2171,3883,2022-05-02 17:00:00,USKUDAR-EMINONU,DENIZ
2172,3328,2022-05-02 18:00:00,USKUDAR-EMINONU,DENIZ
2173,2809,2022-05-02 19:00:00,USKUDAR-EMINONU,DENIZ
2174,1950,2022-05-02 20:00:00,USKUDAR-EMINONU,DENIZ
2175,1338,2022-05-02 21:00:00,USKUDAR-EMINONU,DENIZ
2176,0,2022-05-02 22:00:00,USKUDAR-EMINONU,DENIZ
2177,0,2022-05-02 23:00:00,USKUDAR-EMINONU,DENIZ
2178,0,2022-05-03 00:00:00,USKUDAR-EMINONU,DENIZ
2179,0,2022-05-03 01:00:00,USKUDAR-EMINONU,DENIZ
2180,0,2022-05-03 02:00:00,USKUDAR-EMINONU,DENIZ
2181,0,2022-05-03 03:00:00,USKUDAR-EMINONU,DENIZ
2182,0,2022-05-03 04:00:00,USKUDAR-EMINONU,DENIZ
2183,0,2022-05-03 05:00:00,USKUDAR-EMINONU,DENIZ
2184,52,2022-05-03 06:00:00,USKUDAR-EMINONU,DENIZ
2185,138,2022-05-03 07:00:00,USKUDAR-EMINONU,DENIZ
2186,263,2022-05-03 08:00:00,USKUDAR-EMINONU,DENIZ
2187,506,2022-05-03 09:00:00,USKUDAR-EMINONU,DENIZ
2188,898,2022-05-03 10:00:00,USKUDAR-EMINONU,DENIZ
2189,1602,2022-05-03 11:00:00,USKUDAR-EMINONU,DENIZ
2190,2571,2022-05-03 12:00:00,USKUDAR-EMINONU,DENIZ
2191,3827,2022-05-03 13:00:00,USKUDAR-EMINONU,DENIZ
2192,3281,2022-05-03 14:00:00,USKUDAR-EMINONU,DENIZ
2193,4068,2022-05-03 15:00:00,USKUDAR-EMINONU,DENIZ
2194,4235,2022-05-03 16:00:00,USKUDAR-EMINONU,DENIZ
2195,4170,2022-05-03 17:00:00,USKUDAR-EMINONU,DENIZ
2196,3401,2022-05-03 18:00:00,USKUDAR-EMINONU,DENIZ
2197,3293,2022-05-03 19:00:00,USKUDAR-EMINONU,DENIZ
2198,2438,2022-05-03 20:00:00,USKUDAR-EMINONU,DENIZ
2199,1220,2022-05-03 21:00:00,USKUDAR-EMINONU,DENIZ
2200,267,2022-05-03 22:00:00,USKUDAR-EMINONU,DENIZ
2201,0,2022-05-03 23:00:00,USKUDAR-EMINONU,DENIZ
2202,0,2022-05-04 00:00:00,USKUDAR-EMINONU,DENIZ
2203,0,2022-05-04 01:00:00,USKUDAR-EMINONU,DENIZ
2204,0,2022-05-04 02:00:00,USKUDAR-EMINONU,DENIZ
2205,0,2022-05-04 03:00:00,USKUDAR-EMINONU,DENIZ
2206,0,2022-05-04 04:00:00,USKUDAR-EMINONU,DENIZ
2207,0,2022-05-04 05:00:00,USKUDAR-EMINONU,DENIZ
2208,46,2022-05-04 06:00:00,USKUDAR-EMINONU,DENIZ
2209,219,2022-05-04 07:00:00,USKUDAR-EMINONU,DENIZ
2210,341,2022-05-04 08:00:00,USKUDAR-EMINONU,DENIZ
2211,600,2022-05-04 09:00:00,USKUDAR-EMINONU,DENIZ
2212,1161,2022-05-04 10:00:00,USKUDAR-EMINONU,DENIZ
2213,2145,2022-05-04 11:00:00,USKUDAR-EMINONU,DENIZ
2214,3616,2022-05-04 12:00:00,USKUDAR-EMINONU,DENIZ
2215,4514,2022-05-04 13:00:00,USKUDAR-EMINONU,DENIZ
2216,4856,2022-05-04 14:00:00,USKUDAR-EMINONU,DENIZ
2217,5427,2022-05-04 15:00:00,USKUDAR-EMINONU,DENIZ
2218,5467,2022-05-04 16:00:00,USKUDAR-EMINONU,DENIZ
2219,4835,2022-05-04 17:00:00,USKUDAR-EMINONU,DENIZ
2220,4627,2022-05-04 18:00:00,USKUDAR-EMINONU,DENIZ
2221,4139,2022-05-04 19:00:00,USKUDAR-EMINONU,DENIZ
2222,3346,2022-05-04 20:00:00,USKUDAR-EMINONU,DENIZ
2223,2227,2022-05-04 21:00:00,USKUDAR-EMINONU,DENIZ
2224,5,2022-05-04 22:00:00,USKUDAR-EMINONU,DENIZ
2225,0,2022-05-04 23:00:00,USKUDAR-EMINONU,DENIZ
2226,0,2022-05-05 00:00:00,USKUDAR-EMINONU,DENIZ
2227,0,2022-05-05 01:00:00,USKUDAR-EMINONU,DENIZ
2228,0,2022-05-05 02:00:00,USKUDAR-EMINONU,DENIZ
2229,0,2022-05-05 03:00:00,USKUDAR-EMINONU,DENIZ
2230,0,2022-05-05 04:00:00,USKUDAR-EMINONU,DENIZ
2231,0,2022-05-05 05:00:00,USKUDAR-EMINONU,DENIZ
2232,456,2022-05-05 06:00:00,USKUDAR-EMINONU,DENIZ
2233,934,2022-05-05 07:00:00,USKUDAR-EMINONU,DENIZ
2234,910,2022-05-05 08:00:00,USKUDAR-EMINONU,DENIZ
2235,857,2022-05-05 09:00:00,USKUDAR-EMINONU,DENIZ
2236,1087,2022-05-05 10:00:00,USKUDAR-EMINONU,DENIZ
2237,1502,2022-05-05 11:00:00,USKUDAR-EMINONU,DENIZ
2238,1920,2022-05-05 12:00:00,USKUDAR-EMINONU,DENIZ
2239,2238,2022-05-05 13:00:00,USKUDAR-EMINONU,DENIZ
2240,2282,2022-05-05 14:00:00,USKUDAR-EMINONU,DENIZ
2241,2020,2022-05-05 15:00:00,USKUDAR-EMINONU,DENIZ
2242,1760,2022-05-05 16:00:00,USKUDAR-EMINONU,DENIZ
2243,1574,2022-05-05 17:00:00,USKUDAR-EMINONU,DENIZ
2244,1341,2022-05-05 18:00:00,USKUDAR-EMINONU,DENIZ
2245,1405,2022-05-05 19:00:00,USKUDAR-EMINONU,DENIZ
2246,971,2022-05-05 20:00:00,USKUDAR-EMINONU,DENIZ
2247,500,2022-05-05 21:00:00,USKUDAR-EMINONU,DENIZ
2248,0,2022-05-05 22:00:00,USKUDAR-EMINONU,DENIZ
2249,0,2022-05-05 23:00:00,USKUDAR-EMINONU,DENIZ
2250,0,2022-05-06 00:00:00,USKUDAR-EMINONU,DENIZ
2251,0,2022-05-06 01:00:00,USKUDAR-EMINONU,DENIZ
2252,0,2022-05-06 02:00:00,USKUDAR-EMINONU,DENIZ
2253,0,2022-05-06 03:00:00,USKUDAR-EMINONU,DENIZ
2254,0,2022-05-06 04:00:00,USKUDAR-EMINONU,DENIZ
2255,0,2022-05-06 05:00:00,USKUDAR-EMINONU,DENIZ
2256,450,2022-05-06 06:00:00,USKUDAR-EMINONU,DENIZ
2257,962,2022-05-06 07:00:00,USKUDAR-EMINONU,DENIZ
2258,920,2022-05-06 08:00:00,USKUDAR-EMINONU,DENIZ
2259,894,2022-05-06 09:00:00,USKUDAR-EMINONU,DENIZ
2260,1289,2022-05-06 10:00:00,USKUDAR-EMINONU,DENIZ
2261,1622,2022-05-06 11:00:00,USKUDAR-EMINONU,DENIZ
2262,1753,2022-05-06 12:00:00,USKUDAR-EMINONU,DENIZ
2263,1876,2022-05-06 13:00:00,USKUDAR-EMINONU,DENIZ
2264,2017,2022-05-06 14:00:00,USKUDAR-EMINONU,DENIZ
2265,1966,2022-05-06 15:00:00,USKUDAR-EMINONU,DENIZ
2266,1735,2022-05-06 16:00:00,USKUDAR-EMINONU,DENIZ
2267,1374,2022-05-06 17:00:00,USKUDAR-EMINONU,DENIZ
2268,1266,2022-05-06 18:00:00,USKUDAR-EMINONU,DENIZ
2269,1102,2022-05-06 19:00:00,USKUDAR-EMINONU,DENIZ
2270,719,2022-05-06 20:00:00,USKUDAR-EMINONU,DENIZ
2271,313,2022-05-06 21:00:00,USKUDAR-EMINONU,DENIZ
2272,4,2022-05-06 22:00:00,USKUDAR-EMINONU,DENIZ
2273,0,2022-05-06 23:00:00,USKUDAR-EMINONU,DENIZ
2274,0,2022-05-07 00:00:00,USKUDAR-EMINONU,DENIZ
2275,0,2022-05-07 01:00:00,USKUDAR-EMINONU,DENIZ
2276,0,2022-05-07 02:00:00,USKUDAR-EMINONU,DENIZ
2277,0,2022-05-07 03:00:00,USKUDAR-EMINONU,DENIZ
2278,0,2022-05-07 04:00:00,USKUDAR-EMINONU,DENIZ
2279,0,2022-05-07 05:00:00,USKUDAR-EMINONU,DENIZ
2280,289,2022-05-07 06:00:00,USKUDAR-EMINONU,DENIZ
2281,698,2022-05-07 07:00:00,USKUDAR-EMINONU,DENIZ
2282,794,2022-05-07 08:00:00,USKUDAR-EMINONU,DENIZ
2283,770,2022-05-07 09:00:00,USKUDAR-EMINONU,DENIZ
2284,1081,2022-05-07 10:00:00,USKUDAR-EMINONU,DENIZ
2285,1555,2022-05-07 11:00:00,USKUDAR-EMINONU,DENIZ
2286,2127,2022-05-07 12:00:00,USKUDAR-EMINONU,DENIZ
2287,2436,2022-05-07 13:00:00,USKUDAR-EMINONU,DENIZ
2288,2738,2022-05-07 14:00:00,USKUDAR-EMINONU,DENIZ
2289,2540,2022-05-07 15:00:00,USKUDAR-EMINONU,DENIZ
2290,2136,2022-05-07 16:00:00,USKUDAR-EMINONU,DENIZ
2291,1647,2022-05-07 17:00:00,USKUDAR-EMINONU,DENIZ
2292,1618,2022-05-07 18:00:00,USKUDAR-EMINONU,DENIZ
2293,1339,2022-05-07 19:00:00,USKUDAR-EMINONU,DENIZ
2294,895,2022-05-07 20:00:00,USKUDAR-EMINONU,DENIZ
2295,478,2022-05-07 21:00:00,USKUDAR-EMINONU,DENIZ
2296,2,2022-05-07 22:00:00,USKUDAR-EMINONU,DENIZ
2297,0,2022-05-07 23:00:00,USKUDAR-EMINONU,DENIZ
2298,0,2022-05-08 00:00:00,USKUDAR-EMINONU,DENIZ
2299,0,2022-05-08 01:00:00,USKUDAR-EMINONU,DENIZ
2300,0,2022-05-08 02:00:00,USKUDAR-EMINONU,DENIZ
2301,0,2022-05-08 03:00:00,USKUDAR-EMINONU,DENIZ
2302,0,2022-05-08 04:00:00,USKUDAR-EMINONU,DENIZ
2303,0,2022-05-08 05:00:00,USKUDAR-EMINONU,DENIZ
2304,58,2022-05-08 06:00:00,USKUDAR-EMINONU,DENIZ
2305,178,2022-05-08 07:00:00,USKUDAR-EMINONU,DENIZ
2306,253,2022-05-08 08:00:00,USKUDAR-EMINONU,DENIZ
2307,368,2022-05-08 09:00:00,USKUDAR-EMINONU,DENIZ
2308,558,2022-05-08 10:00:00,USKUDAR-EMINONU,DENIZ
2309,953,2022-05-08 11:00:00,USKUDAR-EMINONU,DENIZ
2310,1458,2022-05-08 12:00:00,USKUDAR-EMINONU,DENIZ
2311,1920,2022-05-08 13:00:00,USKUDAR-EMINONU,DENIZ
2312,2348,2022-05-08 14:00:00,USKUDAR-EMINONU,DENIZ
2313,2287,2022-05-08 15:00:00,USKUDAR-EMINONU,DENIZ
2314,2094,2022-05-08 16:00:00,USKUDAR-EMINONU,DENIZ
2315,1851,2022-05-08 17:00:00,USKUDAR-EMINONU,DENIZ
2316,1612,2022-05-08 18:00:00,USKUDAR-EMINONU,DENIZ
2317,1335,2022-05-08 19:00:00,USKUDAR-EMINONU,DENIZ
2318,807,2022-05-08 20:00:00,USKUDAR-EMINONU,DENIZ
2319,379,2022-05-08 21:00:00,USKUDAR-EMINONU,DENIZ
2320,0,2022-05-08 22:00:00,USKUDAR-EMINONU,DENIZ
2321,0,2022-05-08 23:00:00,USKUDAR-EMINONU,DENIZ
2322,0,2022-05-09 00:00:00,USKUDAR-EMINONU,DENIZ
2323,0,2022-05-09 01:00:00,USKUDAR-EMINONU,DENIZ
2324,0,2022-05-09 02:00:00,USKUDAR-EMINONU,DENIZ
2325,0,2022-05-09 03:00:00,USKUDAR-EMINONU,DENIZ
2326,0,2022-05-09 04:00:00,USKUDAR-EMINONU,DENIZ
2327,0,2022-05-09 05:00:00,USKUDAR-EMINONU,DENIZ
2328,541,2022-05-09 06:00:00,USKUDAR-EMINONU,DENIZ
2329,1035,2022-05-09 07:00:00,USKUDAR-EMINONU,DENIZ
2330,987,2022-05-09 08:00:00,USKUDAR-EMINONU,DENIZ
2331,885,2022-05-09 09:00:00,USKUDAR-EMINONU,DENIZ
2332,937,2022-05-09 10:00:00,USKUDAR-EMINONU,DENIZ
2333,1023,2022-05-09 11:00:00,USKUDAR-EMINONU,DENIZ
2334,1174,2022-05-09 12:00:00,USKUDAR-EMINONU,DENIZ
2335,1207,2022-05-09 13:00:00,USKUDAR-EMINONU,DENIZ
2336,1181,2022-05-09 14:00:00,USKUDAR-EMINONU,DENIZ
2337,957,2022-05-09 15:00:00,USKUDAR-EMINONU,DENIZ
2338,823,2022-05-09 16:00:00,USKUDAR-EMINONU,DENIZ
2339,747,2022-05-09 17:00:00,USKUDAR-EMINONU,DENIZ
2340,626,2022-05-09 18:00:00,USKUDAR-EMINONU,DENIZ
2341,549,2022-05-09 19:00:00,USKUDAR-EMINONU,DENIZ
2342,406,2022-05-09 20:00:00,USKUDAR-EMINONU,DENIZ
2343,228,2022-05-09 21:00:00,USKUDAR-EMINONU,DENIZ
2344,1,2022-05-09 22:00:00,USKUDAR-EMINONU,DENIZ
2345,0,2022-05-09 23:00:00,USKUDAR-EMINONU,DENIZ
2346,0,2022-05-10 00:00:00,USKUDAR-EMINONU,DENIZ
2347,0,2022-05-10 01:00:00,USKUDAR-EMINONU,DENIZ
2348,0,2022-05-10 02:00:00,USKUDAR-EMINONU,DENIZ
2349,0,2022-05-10 03:00:00,USKUDAR-EMINONU,DENIZ
2350,0,2022-05-10 04:00:00,USKUDAR-EMINONU,DENIZ
2351,0,2022-05-10 05:00:00,USKUDAR-EMINONU,DENIZ
2352,522,2022-05-10 06:00:00,USKUDAR-EMINONU,DENIZ
2353,1048,2022-05-10 07:00:00,USKUDAR-EMINONU,DENIZ
2354,1023,2022-05-10 08:00:00,USKUDAR-EMINONU,DENIZ
2355,829,2022-05-10 09:00:00,USKUDAR-EMINONU,DENIZ
2356,1034,2022-05-10 10:00:00,USKUDAR-EMINONU,DENIZ
2357,1166,2022-05-10 11:00:00,USKUDAR-EMINONU,DENIZ
2358,1256,2022-05-10 12:00:00,USKUDAR-EMINONU,DENIZ
2359,1242,2022-05-10 13:00:00,USKUDAR-EMINONU,DENIZ
2360,1156,2022-05-10 14:00:00,USKUDAR-EMINONU,DENIZ
2361,1006,2022-05-10 15:00:00,USKUDAR-EMINONU,DENIZ
2362,926,2022-05-10 16:00:00,USKUDAR-EMINONU,DENIZ
2363,834,2022-05-10 17:00:00,USKUDAR-EMINONU,DENIZ
2364,709,2022-05-10 18:00:00,USKUDAR-EMINONU,DENIZ
2365,606,2022-05-10 19:00:00,USKUDAR-EMINONU,DENIZ
2366,457,2022-05-10 20:00:00,USKUDAR-EMINONU,DENIZ
2367,288,2022-05-10 21:00:00,USKUDAR-EMINONU,DENIZ
2368,2,2022-05-10 22:00:00,USKUDAR-EMINONU,DENIZ
2369,0,2022-05-10 23:00:00,USKUDAR-EMINONU,DENIZ
2370,0,2022-05-11 00:00:00,USKUDAR-EMINONU,DENIZ
2371,0,2022-05-11 01:00:00,USKUDAR-EMINONU,DENIZ
2372,0,2022-05-11 02:00:00,USKUDAR-EMINONU,DENIZ
2373,0,2022-05-11 03:00:00,USKUDAR-EMINONU,DENIZ
2374,0,2022-05-11 04:00:00,USKUDAR-EMINONU,DENIZ
2375,0,2022-05-11 05:00:00,USKUDAR-EMINONU,DENIZ
2376,507,2022-05-11 06:00:00,USKUDAR-EMINONU,DENIZ
2377,991,2022-05-11 07:00:00,USKUDAR-EMINONU,DENIZ
2378,1004,2022-05-11 08:00:00,USKUDAR-EMINONU,DENIZ
2379,957,2022-05-11 09:00:00,USKUDAR-EMINONU,DENIZ
2380,1064,2022-05-11 10:00:00,USKUDAR-EMINONU,DENIZ
2381,1156,2022-05-11 11:00:00,USKUDAR-EMINONU,DENIZ
2382,1343,2022-05-11 12:00:00,USKUDAR-EMINONU,DENIZ
2383,1152,2022-05-11 13:00:00,USKUDAR-EMINONU,DENIZ
2384,1161,2022-05-11 14:00:00,USKUDAR-EMINONU,DENIZ
2385,1014,2022-05-11 15:00:00,USKUDAR-EMINONU,DENIZ
2386,911,2022-05-11 16:00:00,USKUDAR-EMINONU,DENIZ
2387,812,2022-05-11 17:00:00,USKUDAR-EMINONU,DENIZ
2388,723,2022-05-11 18:00:00,USKUDAR-EMINONU,DENIZ
2389,597,2022-05-11 19:00:00,USKUDAR-EMINONU,DENIZ
2390,425,2022-05-11 20:00:00,USKUDAR-EMINONU,DENIZ
2391,376,2022-05-11 21:00:00,USKUDAR-EMINONU,DENIZ
2392,0,2022-05-11 22:00:00,USKUDAR-EMINONU,DENIZ
2393,0,2022-05-11 23:00:00,USKUDAR-EMINONU,DENIZ
2394,0,2022-05-12 00:00:00,USKUDAR-EMINONU,DENIZ
2395,0,2022-05-12 01:00:00,USKUDAR-EMINONU,DENIZ
2396,0,2022-05-12 02:00:00,USKUDAR-EMINONU,DENIZ
2397,0,2022-05-12 03:00:00,USKUDAR-EMINONU,DENIZ
2398,0,2022-05-12 04:00:00,USKUDAR-EMINONU,DENIZ
2399,0,2022-05-12 05:00:00,USKUDAR-EMINONU,DENIZ
2400,487,2022-05-12 06:00:00,USKUDAR-EMINONU,DENIZ
2401,1012,2022-05-12 07:00:00,USKUDAR-EMINONU,DENIZ
2402,1030,2022-05-12 08:00:00,USKUDAR-EMINONU,DENIZ
2403,1028,2022-05-12 09:00:00,USKUDAR-EMINONU,DENIZ
2404,972,2022-05-12 10:00:00,USKUDAR-EMINONU,DENIZ
2405,1129,2022-05-12 11:00:00,USKUDAR-EMINONU,DENIZ
2406,1331,2022-05-12 12:00:00,USKUDAR-EMINONU,DENIZ
2407,1313,2022-05-12 13:00:00,USKUDAR-EMINONU,DENIZ
2408,1306,2022-05-12 14:00:00,USKUDAR-EMINONU,DENIZ
2409,1224,2022-05-12 15:00:00,USKUDAR-EMINONU,DENIZ
2410,999,2022-05-12 16:00:00,USKUDAR-EMINONU,DENIZ
2411,933,2022-05-12 17:00:00,USKUDAR-EMINONU,DENIZ
2412,895,2022-05-12 18:00:00,USKUDAR-EMINONU,DENIZ
2413,775,2022-05-12 19:00:00,USKUDAR-EMINONU,DENIZ
2414,607,2022-05-12 20:00:00,USKUDAR-EMINONU,DENIZ
2415,567,2022-05-12 21:00:00,USKUDAR-EMINONU,DENIZ
2416,15,2022-05-12 22:00:00,USKUDAR-EMINONU,DENIZ
2417,0,2022-05-12 23:00:00,USKUDAR-EMINONU,DENIZ
2418,0,2022-05-13 00:00:00,USKUDAR-EMINONU,DENIZ
2419,0,2022-05-13 01:00:00,USKUDAR-EMINONU,DENIZ
