,number_of_passage,timestamp,line,road_type
3509,1168,2022-06-27 11:00:00,USKUDAR-EMINONU,DENIZ
3510,1372,2022-06-27 12:00:00,USKUDAR-EMINONU,DENIZ
3511,1337,2022-06-27 13:00:00,USKUDAR-EMINONU,DENIZ
3512,1441,2022-06-27 14:00:00,USKUDAR-EMINONU,DENIZ
3513,1242,2022-06-27 15:00:00,USKUDAR-EMINONU,DENIZ
3514,1185,2022-06-27 16:00:00,USKUDAR-EMINONU,DENIZ
3515,932,2022-06-27 17:00:00,USKUDAR-EMINONU,DENIZ
3516,836,2022-06-27 18:00:00,USKUDAR-EMINONU,DENIZ
3517,869,2022-06-27 19:00:00,USKUDAR-EMINONU,DENIZ
3518,543,2022-06-27 20:00:00,USKUDAR-EMINONU,DENIZ
3519,370,2022-06-27 21:00:00,USKUDAR-EMINONU,DENIZ
3520,158,2022-06-27 22:00:00,USKUDAR-EMINONU,DENIZ
3521,0,2022-06-27 23:00:00,USKUDAR-EMINONU,DENIZ
3522,0,2022-06-28 00:00:00,USKUDAR-EMINONU,DENIZ
3523,0,2022-06-28 01:00:00,USKUDAR-EMINONU,DENIZ
3524,0,2022-06-28 02:00:00,USKUDAR-EMINONU,DENIZ
3525,0,2022-06-28 03:00:00,USKUDAR-EMINONU,DENIZ
3526,0,2022-06-28 04:00:00,USKUDAR-EMINONU,DENIZ
3527,0,2022-06-28 05:00:00,USKUDAR-EMINONU,DENIZ
3528,485,2022-06-28 06:00:00,USKUDAR-EMINONU,DENIZ
3529,1007,2022-06-28 07:00:00,USKUDAR-EMINONU,DENIZ
3530,1010,2022-06-28 08:00:00,USKUDAR-EMINONU,DENIZ
3531,807,2022-06-28 09:00:00,USKUDAR-EMINONU,DENIZ
3532,828,2022-06-28 10:00:00,USKUDAR-EMINONU,DENIZ
3533,1003,2022-06-28 11:00:00,USKUDAR-EMINONU,DENIZ
3534,1183,2022-06-28 12:00:00,USKUDAR-EMINONU,DENIZ
3535,1267,2022-06-28 13:00:00,USKUDAR-EMINONU,DENIZ
3536,1408,2022-06-28 14:00:00,USKUDAR-EMINONU,DENIZ
3537,1228,2022-06-28 15:00:00,USKUDAR-EMINONU,DENIZ
3538,1097,2022-06-28 16:00:00,USKUDAR-EMINONU,DENIZ
3539,1009,2022-06-28 17:00:00,USKUDAR-EMINONU,DENIZ
3540,961,2022-06-28 18:00:00,USKUDAR-EMINONU,DENIZ
3541,821,2022-06-28 19:00:00,USKUDAR-EMINONU,DENIZ
3542,716,2022-06-28 20:00:00,USKUDAR-EMINONU,DENIZ
3543,625,2022-06-28 21:00:00,USKUDAR-EMINONU,DENIZ
3544,208,2022-06-28 22:00:00,USKUDAR-EMINONU,DENIZ
3545,0,2022-06-28 23:00:00,USKUDAR-EMINONU,DENIZ
3546,0,2022-06-29 00:00:00,USKUDAR-EMINONU,DENIZ
3547,0,2022-06-29 01:00:00,USKUDAR-EMINONU,DENIZ
3548,0,2022-06-29 02:00:00,USKUDAR-EMINONU,DENIZ
3549,0,2022-06-29 03:00:00,USKUDAR-EMINONU,DENIZ
3550,0,2022-06-29 04:00:00,USKUDAR-EMINONU,DENIZ
3551,0,2022-06-29 05:00:00,USKUDAR-EMINONU,DENIZ
3552,554,2022-06-29 06:00:00,USKUDAR-EMINONU,DENIZ
3553,1173,2022-06-29 07:00:00,USKUDAR-EMINONU,DENIZ
3554,1020,2022-06-29 08:00:00,USKUDAR-EMINONU,DENIZ
3555,874,2022-06-29 09:00:00,USKUDAR-EMINONU,DENIZ
3556,902,2022-06-29 10:00:00,USKUDAR-EMINONU,DENIZ
3557,1186,2022-06-29 11:00:00,USKUDAR-EMINONU,DENIZ
3558,1266,2022-06-29 12:00:00,USKUDAR-EMINONU,DENIZ
3559,1388,2022-06-29 13:00:00,USKUDAR-EMINONU,DENIZ
3560,1313,2022-06-29 14:00:00,USKUDAR-EMINONU,DENIZ
3561,1300,2022-06-29 15:00:00,USKUDAR-EMINONU,DENIZ
3562,1174,2022-06-29 16:00:00,USKUDAR-EMINONU,DENIZ
3563,968,2022-06-29 17:00:00,USKUDAR-EMINONU,DENIZ
3564,801,2022-06-29 18:00:00,USKUDAR-EMINONU,DENIZ
3565,677,2022-06-29 19:00:00,USKUDAR-EMINONU,DENIZ
3566,702,2022-06-29 20:00:00,USKUDAR-EMINONU,DENIZ
3567,622,2022-06-29 21:00:00,USKUDAR-EMINONU,DENIZ
3568,202,2022-06-29 22:00:00,USKUDAR-EMINONU,DENIZ
3569,0,2022-06-29 23:00:00,USKUDAR-EMINONU,DENIZ
3570,0,2022-06-30 00:00:00,USKUDAR-EMINONU,DENIZ
3571,0,2022-06-30 01:00:00,USKUDAR-EMINONU,DENIZ
3572,0,2022-06-30 02:00:00,USKUDAR-EMINONU,DENIZ
3573,0,2022-06-30 03:00:00,USKUDAR-EMINONU,DENIZ
3574,0,2022-06-30 04:00:00,USKUDAR-EMINONU,DENIZ
3575,0,2022-06-30 05:00:00,USKUDAR-EMINONU,DENIZ
3576,533,2022-06-30 06:00:00,USKUDAR-EMINONU,DENIZ
3577,1159,2022-06-30 07:00:00,USKUDAR-EMINONU,DENIZ
3578,1153,2022-06-30 08:00:00,USKUDAR-EMINONU,DENIZ
3579,930,2022-06-30 09:00:00,USKUDAR-EMINONU,DENIZ
3580,949,2022-06-30 10:00:00,USKUDAR-EMINONU,DENIZ
3581,1263,2022-06-30 11:00:00,USKUDAR-EMINONU,DENIZ
3582,1322,2022-06-30 12:00:00,USKUDAR-EMINONU,DENIZ
3583,1427,2022-06-30 13:00:00,USKUDAR-EMINONU,DENIZ
3584,1494,2022-06-30 14:00:00,USKUDAR-EMINONU,DENIZ
3585,1372,2022-06-30 15:00:00,USKUDAR-EMINONU,DENIZ
3586,1227,2022-06-30 16:00:00,USKUDAR-EMINONU,DENIZ
3587,1090,2022-06-30 17:00:00,USKUDAR-EMINONU,DENIZ
3588,940,2022-06-30 18:00:00,USKUDAR-EMINONU,DENIZ
3589,852,2022-06-30 19:00:00,USKUDAR-EMINONU,DENIZ
3590,792,2022-06-30 20:00:00,USKUDAR-EMINONU,DENIZ
3591,585,2022-06-30 21:00:00,USKUDAR-EMINONU,DENIZ
3592,204,2022-06-30 22:00:00,USKUDAR-EMINONU,DENIZ
3593,0,2022-06-30 23:00:00,USKUDAR-EMINONU,DENIZ
3594,0,2022-07-01 00:00:00,USKUDAR-EMINONU,DENIZ
3595,0,2022-07-01 01:00:00,USKUDAR-EMINONU,DENIZ
3596,0,2022-07-01 02:00:00,USKUDAR-EMINONU,DENIZ
3597,0,2022-07-01 03:00:00,USKUDAR-EMINONU,DENIZ
3598,0,2022-07-01 04:00:00,USKUDAR-EMINONU,DENIZ
3599,0,2022-07-01 05:00:00,USKUDAR-EMINONU,DENIZ
3600,541,2022-07-01 06:00:00,USKUDAR-EMINONU,DENIZ
3601,1172,2022-07-01 07:00:00,USKUDAR-EMINONU,DENIZ
3602,984,2022-07-01 08:00:00,USKUDAR-EMINONU,DENIZ
3603,421,2022-07-01 09:00:00,USKUDAR-EMINONU,DENIZ
3604,894,2022-07-01 10:00:00,USKUDAR-EMINONU,DENIZ
3605,1221,2022-07-01 11:00:00,USKUDAR-EMINONU,DENIZ
3606,1198,2022-07-01 12:00:00,USKUDAR-EMINONU,DENIZ
3607,1214,2022-07-01 13:00:00,USKUDAR-EMINONU,DENIZ
3608,1287,2022-07-01 14:00:00,USKUDAR-EMINONU,DENIZ
3609,1419,2022-07-01 15:00:00,USKUDAR-EMINONU,DENIZ
3610,977,2022-07-01 16:00:00,USKUDAR-EMINONU,DENIZ
3611,1033,2022-07-01 17:00:00,USKUDAR-EMINONU,DENIZ
3612,919,2022-07-01 18:00:00,USKUDAR-EMINONU,DENIZ
3613,876,2022-07-01 19:00:00,USKUDAR-EMINONU,DENIZ
3614,752,2022-07-01 20:00:00,USKUDAR-EMINONU,DENIZ
3615,644,2022-07-01 21:00:00,USKUDAR-EMINONU,DENIZ
3616,271,2022-07-01 22:00:00,USKUDAR-EMINONU,DENIZ
3617,0,2022-07-01 23:00:00,USKUDAR-EMINONU,DENIZ
3618,0,2022-07-02 00:00:00,USKUDAR-EMINONU,DENIZ
3619,0,2022-07-02 01:00:00,USKUDAR-EMINONU,DENIZ
3620,0,2022-07-02 02:00:00,USKUDAR-EMINONU,DENIZ
3621,0,2022-07-02 03:00:00,USKUDAR-EMINONU,DENIZ
3622,0,2022-07-02 04:00:00,USKUDAR-EMINONU,DENIZ
3623,0,2022-07-02 05:00:00,USKUDAR-EMINONU,DENIZ
3624,354,2022-07-02 06:00:00,USKUDAR-EMINONU,DENIZ
3625,839,2022-07-02 07:00:00,USKUDAR-EMINONU,DENIZ
3626,850,2022-07-02 08:00:00,USKUDAR-EMINONU,DENIZ
3627,781,2022-07-02 09:00:00,USKUDAR-EMINONU,DENIZ
3628,971,2022-07-02 10:00:00,USKUDAR-EMINONU,DENIZ
3629,1154,2022-07-02 11:00:00,USKUDAR-EMINONU,DENIZ
3630,1567,2022-07-02 12:00:00,USKUDAR-EMINONU,DENIZ
3631,1729,2022-07-02 13:00:00,USKUDAR-EMINONU,DENIZ
3632,1784,2022-07-02 14:00:00,USKUDAR-EMINONU,DENIZ
3633,1734,2022-07-02 15:00:00,USKUDAR-EMINONU,DENIZ
3634,1443,2022-07-02 16:00:00,USKUDAR-EMINONU,DENIZ
3635,1336,2022-07-02 17:00:00,USKUDAR-EMINONU,DENIZ
3636,1269,2022-07-02 18:00:00,USKUDAR-EMINONU,DENIZ
3637,1237,2022-07-02 19:00:00,USKUDAR-EMINONU,DENIZ
3638,1103,2022-07-02 20:00:00,USKUDAR-EMINONU,DENIZ
3639,847,2022-07-02 21:00:00,USKUDAR-EMINONU,DENIZ
3640,251,2022-07-02 22:00:00,USKUDAR-EMINONU,DENIZ
3641,0,2022-07-02 23:00:00,USKUDAR-EMINONU,DENIZ
3642,0,2022-07-03 00:00:00,USKUDAR-EMINONU,DENIZ
3643,0,2022-07-03 01:00:00,USKUDAR-EMINONU,DENIZ
3644,0,2022-07-03 02:00:00,USKUDAR-EMINONU,DENIZ
3645,0,2022-07-03 03:00:00,USKUDAR-EMINONU,DENIZ
3646,0,2022-07-03 04:00:00,USKUDAR-EMINONU,DENIZ
3647,0,2022-07-03 05:00:00,USKUDAR-EMINONU,DENIZ
3648,64,2022-07-03 06:00:00,USKUDAR-EMINONU,DENIZ
3649,190,2022-07-03 07:00:00,USKUDAR-EMINONU,DENIZ
3650,271,2022-07-03 08:00:00,USKUDAR-EMINONU,DENIZ
3651,383,2022-07-03 09:00:00,USKUDAR-EMINONU,DENIZ
3652,570,2022-07-03 10:00:00,USKUDAR-EMINONU,DENIZ
3653,807,2022-07-03 11:00:00,USKUDAR-EMINONU,DENIZ
3654,1156,2022-07-03 12:00:00,USKUDAR-EMINONU,DENIZ
3655,1439,2022-07-03 13:00:00,USKUDAR-EMINONU,DENIZ
3656,1699,2022-07-03 14:00:00,USKUDAR-EMINONU,DENIZ
3657,1610,2022-07-03 15:00:00,USKUDAR-EMINONU,DENIZ
3658,1659,2022-07-03 16:00:00,USKUDAR-EMINONU,DENIZ
3659,1491,2022-07-03 17:00:00,USKUDAR-EMINONU,DENIZ
3660,1403,2022-07-03 18:00:00,USKUDAR-EMINONU,DENIZ
3661,1375,2022-07-03 19:00:00,USKUDAR-EMINONU,DENIZ
3662,1002,2022-07-03 20:00:00,USKUDAR-EMINONU,DENIZ
3663,752,2022-07-03 21:00:00,USKUDAR-EMINONU,DENIZ
3664,275,2022-07-03 22:00:00,USKUDAR-EMINONU,DENIZ
3665,0,2022-07-03 23:00:00,USKUDAR-EMINONU,DENIZ
3666,0,2022-07-04 00:00:00,USKUDAR-EMINONU,DENIZ
3667,0,2022-07-04 01:00:00,USKUDAR-EMINONU,DENIZ
3668,0,2022-07-04 02:00:00,USKUDAR-EMINONU,DENIZ
3669,0,2022-07-04 03:00:00,USKUDAR-EMINONU,DENIZ
3670,0,2022-07-04 04:00:00,USKUDAR-EMINONU,DENIZ
3671,0,2022-07-04 05:00:00,USKUDAR-EMINONU,DENIZ
3672,551,2022-07-04 06:00:00,USKUDAR-EMINONU,DENIZ
3673,1117,2022-07-04 07:00:00,USKUDAR-EMINONU,DENIZ
3674,1084,2022-07-04 08:00:00,USKUDAR-EMINONU,DENIZ
3675,879,2022-07-04 09:00:00,USKUDAR-EMINONU,DENIZ
3676,890,2022-07-04 10:00:00,USKUDAR-EMINONU,DENIZ
3677,1113,2022-07-04 11:00:00,USKUDAR-EMINONU,DENIZ
3678,1280,2022-07-04 12:00:00,USKUDAR-EMINONU,DENIZ
3679,1410,2022-07-04 13:00:00,USKUDAR-EMINONU,DENIZ
3680,1355,2022-07-04 14:00:00,USKUDAR-EMINONU,DENIZ
3681,1206,2022-07-04 15:00:00,USKUDAR-EMINONU,DENIZ
3682,1018,2022-07-04 16:00:00,USKUDAR-EMINONU,DENIZ
3683,945,2022-07-04 17:00:00,USKUDAR-EMINONU,DENIZ
3684,811,2022-07-04 18:00:00,USKUDAR-EMINONU,DENIZ
3685,794,2022-07-04 19:00:00,USKUDAR-EMINONU,DENIZ
3686,670,2022-07-04 20:00:00,USKUDAR-EMINONU,DENIZ
3687,418,2022-07-04 21:00:00,USKUDAR-EMINONU,DENIZ
3688,190,2022-07-04 22:00:00,USKUDAR-EMINONU,DENIZ
3689,0,2022-07-04 23:00:00,USKUDAR-EMINONU,DENIZ
3690,0,2022-07-05 00:00:00,USKUDAR-EMINONU,DENIZ
3691,0,2022-07-05 01:00:00,USKUDAR-EMINONU,DENIZ
3692,0,2022-07-05 02:00:00,USKUDAR-EMINONU,DENIZ
3693,0,2022-07-05 03:00:00,USKUDAR-EMINONU,DENIZ
3694,0,2022-07-05 04:00:00,USKUDAR-EMINONU,DENIZ
3695,0,2022-07-05 05:00:00,USKUDAR-EMINONU,DENIZ
3696,488,2022-07-05 06:00:00,USKUDAR-EMINONU,DENIZ
3697,1186,2022-07-05 07:00:00,USKUDAR-EMINONU,DENIZ
3698,1070,2022-07-05 08:00:00,USKUDAR-EMINONU,DENIZ
3699,844,2022-07-05 09:00:00,USKUDAR-EMINONU,DENIZ
3700,880,2022-07-05 10:00:00,USKUDAR-EMINONU,DENIZ
3701,1187,2022-07-05 11:00:00,USKUDAR-EMINONU,DENIZ
3702,1203,2022-07-05 12:00:00,USKUDAR-EMINONU,DENIZ
3703,1253,2022-07-05 13:00:00,USKUDAR-EMINONU,DENIZ
3704,1303,2022-07-05 14:00:00,USKUDAR-EMINONU,DENIZ
3705,1184,2022-07-05 15:00:00,USKUDAR-EMINONU,DENIZ
3706,1040,2022-07-05 16:00:00,USKUDAR-EMINONU,DENIZ
3707,915,2022-07-05 17:00:00,USKUDAR-EMINONU,DENIZ
3708,802,2022-07-05 18:00:00,USKUDAR-EMINONU,DENIZ
3709,725,2022-07-05 19:00:00,USKUDAR-EMINONU,DENIZ
3710,760,2022-07-05 20:00:00,USKUDAR-EMINONU,DENIZ
3711,583,2022-07-05 21:00:00,USKUDAR-EMINONU,DENIZ
3712,187,2022-07-05 22:00:00,USKUDAR-EMINONU,DENIZ
3713,0,2022-07-05 23:00:00,USKUDAR-EMINONU,DENIZ
3714,0,2022-07-06 00:00:00,USKUDAR-EMINONU,DENIZ
3715,0,2022-07-06 01:00:00,USKUDAR-EMINONU,DENIZ
3716,0,2022-07-06 02:00:00,USKUDAR-EMINONU,DENIZ
3717,0,2022-07-06 03:00:00,USKUDAR-EMINONU,DENIZ
3718,0,2022-07-06 04:00:00,USKUDAR-EMINONU,DENIZ
3719,0,2022-07-06 05:00:00,USKUDAR-EMINONU,DENIZ
3720,521,2022-07-06 06:00:00,USKUDAR-EMINONU,DENIZ
3721,1142,2022-07-06 07:00:00,USKUDAR-EMINONU,DENIZ
3722,1025,2022-07-06 08:00:00,USKUDAR-EMINONU,DENIZ
3723,927,2022-07-06 09:00:00,USKUDAR-EMINONU,DENIZ
3724,901,2022-07-06 10:00:00,USKUDAR-EMINONU,DENIZ
3725,1003,2022-07-06 11:00:00,USKUDAR-EMINONU,DENIZ
3726,1168,2022-07-06 12:00:00,USKUDAR-EMINONU,DENIZ
3727,1200,2022-07-06 13:00:00,USKUDAR-EMINONU,DENIZ
3728,1173,2022-07-06 14:00:00,USKUDAR-EMINONU,DENIZ
3729,1091,2022-07-06 15:00:00,USKUDAR-EMINONU,DENIZ
3730,919,2022-07-06 16:00:00,USKUDAR-EMINONU,DENIZ
3731,840,2022-07-06 17:00:00,USKUDAR-EMINONU,DENIZ
3732,687,2022-07-06 18:00:00,USKUDAR-EMINONU,DENIZ
3733,700,2022-07-06 19:00:00,USKUDAR-EMINONU,DENIZ
3734,624,2022-07-06 20:00:00,USKUDAR-EMINONU,DENIZ
3735,569,2022-07-06 21:00:00,USKUDAR-EMINONU,DENIZ
3736,169,2022-07-06 22:00:00,USKUDAR-EMINONU,DENIZ
3737,0,2022-07-06 23:00:00,USKUDAR-EMINONU,DENIZ
3738,0,2022-07-07 00:00:00,USKUDAR-EMINONU,DENIZ
3739,0,2022-07-07 01:00:00,USKUDAR-EMINONU,DENIZ
3740,0,2022-07-07 02:00:00,USKUDAR-EMINONU,DENIZ
3741,0,2022-07-07 03:00:00,USKUDAR-EMINONU,DENIZ
3742,0,2022-07-07 04:00:00,USKUDAR-EMINONU,DENIZ
3743,0,2022-07-07 05:00:00,USKUDAR-EMINONU,DENIZ
3744,517,2022-07-07 06:00:00,USKUDAR-EMINONU,DENIZ
3745,1038,2022-07-07 07:00:00,USKUDAR-EMINONU,DENIZ
3746,1009,2022-07-07 08:00:00,USKUDAR-EMINONU,DENIZ
3747,767,2022-07-07 09:00:00,USKUDAR-EMINONU,DENIZ
3748,783,2022-07-07 10:00:00,USKUDAR-EMINONU,DENIZ
3749,879,2022-07-07 11:00:00,USKUDAR-EMINONU,DENIZ
3750,1041,2022-07-07 12:00:00,USKUDAR-EMINONU,DENIZ
3751,1017,2022-07-07 13:00:00,USKUDAR-EMINONU,DENIZ
3752,1144,2022-07-07 14:00:00,USKUDAR-EMINONU,DENIZ
3753,994,2022-07-07 15:00:00,USKUDAR-EMINONU,DENIZ
3754,788,2022-07-07 16:00:00,USKUDAR-EMINONU,DENIZ
3755,761,2022-07-07 17:00:00,USKUDAR-EMINONU,DENIZ
3756,712,2022-07-07 18:00:00,USKUDAR-EMINONU,DENIZ
3757,576,2022-07-07 19:00:00,USKUDAR-EMINONU,DENIZ
3758,713,2022-07-07 20:00:00,USKUDAR-EMINONU,DENIZ
3759,504,2022-07-07 21:00:00,USKUDAR-EMINONU,DENIZ
3760,133,2022-07-07 22:00:00,USKUDAR-EMINONU,DENIZ
3761,0,2022-07-07 23:00:00,USKUDAR-EMINONU,DENIZ
3762,0,2022-07-08 00:00:00,USKUDAR-EMINONU,DENIZ
3763,0,2022-07-08 01:00:00,USKUDAR-EMINONU,DENIZ
3764,0,2022-07-08 02:00:00,USKUDAR-EMINONU,DENIZ
3765,0,2022-07-08 03:00:00,USKUDAR-EMINONU,DENIZ
3766,0,2022-07-08 04:00:00,USKUDAR-EMINONU,DENIZ
3767,0,2022-07-08 05:00:00,USKUDAR-EMINONU,DENIZ
3768,333,2022-07-08 06:00:00,USKUDAR-EMINONU,DENIZ
3769,843,2022-07-08 07:00:00,USKUDAR-EMINONU,DENIZ
3770,771,2022-07-08 08:00:00,USKUDAR-EMINONU,DENIZ
3771,605,2022-07-08 09:00:00,USKUDAR-EMINONU,DENIZ
3772,670,2022-07-08 10:00:00,USKUDAR-EMINONU,DENIZ
3773,730,2022-07-08 11:00:00,USKUDAR-EMINONU,DENIZ
3774,876,2022-07-08 12:00:00,USKUDAR-EMINONU,DENIZ
3775,924,2022-07-08 13:00:00,USKUDAR-EMINONU,DENIZ
3776,1125,2022-07-08 14:00:00,USKUDAR-EMINONU,DENIZ
3777,1124,2022-07-08 15:00:00,USKUDAR-EMINONU,DENIZ
3778,939,2022-07-08 16:00:00,USKUDAR-EMINONU,DENIZ
3779,723,2022-07-08 17:00:00,USKUDAR-EMINONU,DENIZ
3780,752,2022-07-08 18:00:00,USKUDAR-EMINONU,DENIZ
3781,621,2022-07-08 19:00:00,USKUDAR-EMINONU,DENIZ
3782,566,2022-07-08 20:00:00,USKUDAR-EMINONU,DENIZ
3783,431,2022-07-08 21:00:00,USKUDAR-EMINONU,DENIZ
3784,144,2022-07-08 22:00:00,USKUDAR-EMINONU,DENIZ
3785,0,2022-07-08 23:00:00,USKUDAR-EMINONU,DENIZ
3786,0,2022-07-09 00:00:00,USKUDAR-EMINONU,DENIZ
3787,0,2022-07-09 01:00:00,USKUDAR-EMINONU,DENIZ
3788,0,2022-07-09 02:00:00,USKUDAR-EMINONU,DENIZ
3789,0,2022-07-09 03:00:00,USKUDAR-EMINONU,DENIZ
3790,0,2022-07-09 04:00:00,USKUDAR-EMINONU,DENIZ
3791,0,2022-07-09 05:00:00,USKUDAR-EMINONU,DENIZ
3792,51,2022-07-09 06:00:00,USKUDAR-EMINONU,DENIZ
3793,175,2022-07-09 07:00:00,USKUDAR-EMINONU,DENIZ
3794,266,2022-07-09 08:00:00,USKUDAR-EMINONU,DENIZ
3795,667,2022-07-09 09:00:00,USKUDAR-EMINONU,DENIZ
3796,950,2022-07-09 10:00:00,USKUDAR-EMINONU,DENIZ
3797,1379,2022-07-09 11:00:00,USKUDAR-EMINONU,DENIZ
3798,2042,2022-07-09 12:00:00,USKUDAR-EMINONU,DENIZ
3799,2900,2022-07-09 13:00:00,USKUDAR-EMINONU,DENIZ
3800,2994,2022-07-09 14:00:00,USKUDAR-EMINONU,DENIZ
3801,3138,2022-07-09 15:00:00,USKUDAR-EMINONU,DENIZ
3802,3665,2022-07-09 16:00:00,USKUDAR-EMINONU,DENIZ
3803,3656,2022-07-09 17:00:00,USKUDAR-EMINONU,DENIZ
3804,3478,2022-07-09 18:00:00,USKUDAR-EMINONU,DENIZ
3805,3246,2022-07-09 19:00:00,USKUDAR-EMINONU,DENIZ
3806,2629,2022-07-09 20:00:00,USKUDAR-EMINONU,DENIZ
3807,2176,2022-07-09 21:00:00,USKUDAR-EMINONU,DENIZ
3808,557,2022-07-09 22:00:00,USKUDAR-EMINONU,DENIZ
3809,0,2022-07-09 23:00:00,USKUDAR-EMINONU,DENIZ
3810,0,2022-07-10 00:00:00,USKUDAR-EMINONU,DENIZ
3811,0,2022-07-10 01:00:00,USKUDAR-EMINONU,DENIZ
3812,0,2022-07-10 02:00:00,USKUDAR-EMINONU,DENIZ
3813,0,2022-07-10 03:00:00,USKUDAR-EMINONU,DENIZ
3814,0,2022-07-10 04:00:00,USKUDAR-EMINONU,DENIZ
3815,0,2022-07-10 05:00:00,USKUDAR-EMINONU,DENIZ
3816,32,2022-07-10 06:00:00,USKUDAR-EMINONU,DENIZ
3817,77,2022-07-10 07:00:00,USKUDAR-EMINONU,DENIZ
3818,173,2022-07-10 08:00:00,USKUDAR-EMINONU,DENIZ
3819,255,2022-07-10 09:00:00,USKUDAR-EMINONU,DENIZ
3820,395,2022-07-10 10:00:00,USKUDAR-EMINONU,DENIZ
3821,442,2022-07-10 11:00:00,USKUDAR-EMINONU,DENIZ
3822,575,2022-07-10 12:00:00,USKUDAR-EMINONU,DENIZ
3823,684,2022-07-10 13:00:00,USKUDAR-EMINONU,DENIZ
3824,908,2022-07-10 14:00:00,USKUDAR-EMINONU,DENIZ
3825,1484,2022-07-10 15:00:00,USKUDAR-EMINONU,DENIZ
3826,2205,2022-07-10 16:00:00,USKUDAR-EMINONU,DENIZ
3827,2731,2022-07-10 17:00:00,USKUDAR-EMINONU,DENIZ
3828,3056,2022-07-10 18:00:00,USKUDAR-EMINONU,DENIZ
3829,2874,2022-07-10 19:00:00,USKUDAR-EMINONU,DENIZ
3830,3303,2022-07-10 20:00:00,USKUDAR-EMINONU,DENIZ
3831,2641,2022-07-10 21:00:00,USKUDAR-EMINONU,DENIZ
3832,1055,2022-07-10 22:00:00,USKUDAR-EMINONU,DENIZ
3833,0,2022-07-10 23:00:00,USKUDAR-EMINONU,DENIZ
3834,0,2022-07-11 00:00:00,USKUDAR-EMINONU,DENIZ
3835,0,2022-07-11 01:00:00,USKUDAR-EMINONU,DENIZ
3836,0,2022-07-11 02:00:00,USKUDAR-EMINONU,DENIZ
3837,0,2022-07-11 03:00:00,USKUDAR-EMINONU,DENIZ
3838,0,2022-07-11 04:00:00,USKUDAR-EMINONU,DENIZ
3839,0,2022-07-11 05:00:00,USKUDAR-EMINONU,DENIZ
3840,56,2022-07-11 06:00:00,USKUDAR-EMINONU,DENIZ
3841,187,2022-07-11 07:00:00,USKUDAR-EMINONU,DENIZ
3842,362,2022-07-11 08:00:00,USKUDAR-EMINONU,DENIZ
3843,813,2022-07-11 09:00:00,USKUDAR-EMINONU,DENIZ
3844,1595,2022-07-11 10:00:00,USKUDAR-EMINONU,DENIZ
3845,2971,2022-07-11 11:00:00,USKUDAR-EMINONU,DENIZ
3846,3545,2022-07-11 12:00:00,USKUDAR-EMINONU,DENIZ
3847,5140,2022-07-11 13:00:00,USKUDAR-EMINONU,DENIZ
3848,5267,2022-07-11 14:00:00,USKUDAR-EMINONU,DENIZ
3849,4491,2022-07-11 15:00:00,USKUDAR-EMINONU,DENIZ
3850,4301,2022-07-11 16:00:00,USKUDAR-EMINONU,DENIZ
3851,4351,2022-07-11 17:00:00,USKUDAR-EMINONU,DENIZ
3852,3704,2022-07-11 18:00:00,USKUDAR-EMINONU,DENIZ
3853,4305,2022-07-11 19:00:00,USKUDAR-EMINONU,DENIZ
3854,3778,2022-07-11 20:00:00,USKUDAR-EMINONU,DENIZ
3855,2491,2022-07-11 21:00:00,USKUDAR-EMINONU,DENIZ
3856,1174,2022-07-11 22:00:00,USKUDAR-EMINONU,DENIZ
3857,0,2022-07-11 23:00:00,USKUDAR-EMINONU,DENIZ
3858,0,2022-07-12 00:00:00,USKUDAR-EMINONU,DENIZ
3859,0,2022-07-12 01:00:00,USKUDAR-EMINONU,DENIZ
3860,0,2022-07-12 02:00:00,USKUDAR-EMINONU,DENIZ
3861,0,2022-07-12 03:00:00,USKUDAR-EMINONU,DENIZ
3862,0,2022-07-12 04:00:00,USKUDAR-EMINONU,DENIZ
3863,0,2022-07-12 05:00:00,USKUDAR-EMINONU,DENIZ
3864,90,2022-07-12 06:00:00,USKUDAR-EMINONU,DENIZ
3865,213,2022-07-12 07:00:00,USKUDAR-EMINONU,DENIZ
3866,497,2022-07-12 08:00:00,USKUDAR-EMINONU,DENIZ
3867,859,2022-07-12 09:00:00,USKUDAR-EMINONU,DENIZ
3868,1461,2022-07-12 10:00:00,USKUDAR-EMINONU,DENIZ
3869,2529,2022-07-12 11:00:00,USKUDAR-EMINONU,DENIZ
3870,3509,2022-07-12 12:00:00,USKUDAR-EMINONU,DENIZ
3871,3016,2022-07-12 13:00:00,USKUDAR-EMINONU,DENIZ
3872,5145,2022-07-12 14:00:00,USKUDAR-EMINONU,DENIZ
3873,4393,2022-07-12 15:00:00,USKUDAR-EMINONU,DENIZ
3874,4526,2022-07-12 16:00:00,USKUDAR-EMINONU,DENIZ
3875,4523,2022-07-12 17:00:00,USKUDAR-EMINONU,DENIZ
3876,4753,2022-07-12 18:00:00,USKUDAR-EMINONU,DENIZ
3877,4303,2022-07-12 19:00:00,USKUDAR-EMINONU,DENIZ
3878,3206,2022-07-12 20:00:00,USKUDAR-EMINONU,DENIZ
3879,2580,2022-07-12 21:00:00,USKUDAR-EMINONU,DENIZ
3880,1141,2022-07-12 22:00:00,USKUDAR-EMINONU,DENIZ
3881,0,2022-07-12 23:00:00,USKUDAR-EMINONU,DENIZ
3882,0,2022-07-13 00:00:00,USKUDAR-EMINONU,DENIZ
